name,artist,uri,popularity,album_name,release_date,album_art_url,genres
Like Him (feat. Lola Young),"Tyler, The Creator",spotify:track:6jbYpRPTEFl1HFKHk1IC0m,89,CHROMAKOPIA,2024-10-28,https://i.scdn.co/image/ab67616d0000b273124e9249fada4ff3c3a0739c,"hip hop, rap"
No Safe Place - Live,The Pursuit Of Happiness,spotify:track:1w2OBL3oFS8fv0DgQfTAU1,0,The Pursuit of Happiness: Brave New Waves Session,2017-06-02,https://i.scdn.co/image/ab67616d0000b273321f819c3d7e3e5a7dd72fdd,canadian rock
Ballo,Mathey,spotify:track:1muHjGCIvJ9K5kMMR9dK2h,1,Iyo,1999-01-01,https://i.scdn.co/image/ab67616d0000b2734e7bcd70fedfbef6ba4c8009,No genres available
Boss-Eyed Whelk,Johnny Pearson,spotify:track:72PjKcvbMQsgQ6zn8chQRy,0,Kpm 1000 Series: Flamboyant Themes - Volume II,1968-07-01,https://i.scdn.co/image/ab67616d0000b2739a8821caefd5274d1b540d20,library music
Kablammin' It,Long Beach Dub Allstars,spotify:track:1gN9pP5Pi7WmjmaE36hfDZ,14,Wonders Of The World,2001-01-01,https://i.scdn.co/image/ab67616d0000b2737773583cb9309d99fdfec053,reggae rock
Sex,Elli Kokkinou,spotify:track:6iRB1fBMTylNqrvATGbslv,34,Sex,2004-06-01,https://i.scdn.co/image/ab67616d0000b273e079d58f948e0fec52811ae4,"greek pop, laiko"
Le rire du sergent,Bézu,spotify:track:62Y1n7U6n6k3qJy8JTdYXr,1,Bézu chante les plus grands tubes d'ambiance (Le disque d'or de la fête),2006-12-04,https://i.scdn.co/image/ab67616d0000b273f8cc1996b5252b140efd583d,"chanson paillarde, classic french pop"
It's In the Book,Shirley Caesar,spotify:track:13RcUtkSBrG6XpVZdgKmUp,1,Rejoice,1980-07-15,https://i.scdn.co/image/ab67616d0000b273b7457b9748c3cc7dca8e3fb1,gospel
All My Life,VENICE,spotify:track:0pM73W61wXvtj3f29XdXun,7,Venice,1990,https://i.scdn.co/image/ab67616d0000b27395052e5d36628b1da9106c35,No genres available
The Windsor Tap Recap,Cotton Candy,spotify:track:4je9MOh9ULUGQi6D2TdLs3,0,Top-Notch & First-Rate,2010-02-23,https://i.scdn.co/image/ab67616d0000b27398a161eb149c5fab315af96a,No genres available
Poultry in the Parlour / Rolling the Ryegrass,Seamus Egan,spotify:track:4wsRip01TC4xmKO5wwUxf9,3,In Your Ear,1998,https://i.scdn.co/image/ab67616d0000b273f2946c5538cf0e650e31a155,No genres available
Rock Star,Agnostic Front,spotify:track:1AET6G9WxJW9NFxSHOzq7m,5,"Riot, Riot, Upstart",1999-09-21,https://i.scdn.co/image/ab67616d0000b27393139f4831a9db34cd769bcb,"chicano punk, crossover thrash, hardcore, hardcore punk, nyhc, old school thrash, punk"
Rock Me Baby - 2020 Remaster,The Doors,spotify:track:6Zhfc9ULc99od7TM4MWSwr,16,Morrison Hotel (50th Anniversary Deluxe Edition),2020-10-09,https://i.scdn.co/image/ab67616d0000b273acc526cf02271d9b785b4ab5,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock"
De Mi Enamorate,Dyango,spotify:track:2iqNAWsLdAEhhUC6wK08Ry,2,Por Una Noche Más,2008-05-12,https://i.scdn.co/image/ab67616d0000b273be6c6600fbe3fde31db92b28,"cancion melodica, pop romantico"
Beginner's Luck,Frank Chacksfield,spotify:track:36qzUZTRSXTS4VI9FH6Q3L,0,The Music Of George Gershwin,2000-01-01,https://i.scdn.co/image/ab67616d0000b2733f2368369d1df93f4985432c,"easy listening, man's orchestra"
Killed By Love,The Pursuit Of Happiness,spotify:track:6dRcKHzkFv36SkcAmxgmHn,7,Love Junk,1988-01-01,https://i.scdn.co/image/ab67616d0000b2732a73d93d18dceb1d567e5124,canadian rock
The Devil’s Crown,KRS-One,spotify:track:44el1QLAvezqgseIJxztwK,0,We Will Rock You,2007-04-01,https://i.scdn.co/image/ab67616d0000b273c8e6b7567cd1928729e2a8b6,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop"
Don't Mess With Cupid - 2023 Re-Mastered [Studio Demo],New York Dolls,spotify:track:0rgzAVlPMr9JDznC8zzILT,4,Dawn Of The Dolls (2023 Re-Mastered),2023-06-06,https://i.scdn.co/image/ab67616d0000b273e8daf28e257e36b2ac3c4f6f,"early us punk, glam punk, glam rock, protopunk, punk"
911-544,Revolutionary Ensemble,spotify:track:4QefbMkyac332yNsEOOF6y,0,And Now...,2004,https://i.scdn.co/image/ab67616d0000b2731bf06ad799503ff19ee1d538,avant-garde jazz
Daydreaming the Color of Blood,Soilent Green,spotify:track:7418GHpBgbXzpiJOK7ozBN,4,A Deleted Symphony for the Beaten Down,2001-09-18,https://i.scdn.co/image/ab67616d0000b2734734334d1709d4dc234187f7,"american grindcore, grindcore, louisiana metal, sludge metal, stoner metal"
My Babe,Lightnin' Slim,spotify:track:4iVgxcvylQm0ZW1T1ewkex,1,Lightning Slim presents Rooster Blues,1960-12-17,https://i.scdn.co/image/ab67616d0000b273080fc02e76587bc3df4d6e13,"blues, harmonica blues, louisiana blues, swamp blues"
Knuckle Up,Mykill Miers,spotify:track:5lKlX8XyX6wWeOhv3buqXx,0,The Trials Of Job,2006-01-01,https://i.scdn.co/image/ab67616d0000b27300d8537cb01364b975a4cc49,No genres available
Life in Line,The Last Days Of Jesus,spotify:track:7M1nJCi9Mr126qqM47rRGp,0,Alien Road,2004-05-17,https://i.scdn.co/image/ab67616d0000b2736cc6f8612613f8987fc610b0,deathrock
At The Atlantis,Bad Brains,spotify:track:5jRP1M1h9cx4O1thbg2HmZ,27,Black Dots,1996-01-01,https://i.scdn.co/image/ab67616d0000b2733fdfe03811dd263aeff3076e,"black punk, dc hardcore, hardcore punk, nyhc, punk"
10 $ Bill,Les Hurlements D'leo,spotify:track:1pGMYI8OXBKIQZu8S8GFiy,0,13 ans de caravaning,2009-04-20,https://i.scdn.co/image/ab67616d0000b273b6f9afee8cb74440870bc1d8,"french folk pop, french reggae, french rock, gypsy punk"
Candilejas,Los Iracundos,spotify:track:1kDnka4bBG4CFFdG6gMKfw,33,20 Secretos De Amor - Los Iracundos,2004-11-23,https://i.scdn.co/image/ab67616d0000b273953ae30edab176338d8d9002,pop romantico
If A Woman Answers (Hang Up The Phone),Leroy Van Dyke,spotify:track:5Qy5sjNDFb6kS4hp6VYiYR,20,The Complete Releases 1956-62,2019-05-10,https://i.scdn.co/image/ab67616d0000b273c9d94e03b25572d264cdf39b,"classic country pop, nashville sound"
ABC (The Alphabet Song),Dora The Explorer,spotify:track:47Y7lrGmsWbx8uEtQWsvjM,21,Dora The Explorer,2004,https://i.scdn.co/image/ab67616d0000b2730ec2d1486f84ee0f63fdbaa8,"cartoon, children's music"
All Mama Ever Wanted,Mark Lowry,spotify:track:1mgx32GT5YCK3AMETNnOw4,4,The Last Word,1993-04-28,https://i.scdn.co/image/ab67616d0000b273e80c56f926b239111e57e811,southern gospel
Where Are You - David & Carr Remix,Abbott & Chambers,spotify:track:2PEJzHtw2qMv2eDW5DpoN3,9,Where Are You (Remixes),2008-10-27,https://i.scdn.co/image/ab67616d0000b273d398747ff92fadd945dc21b6,No genres available
Warm Embrace,Twista,spotify:track:5q7fDXYJTa1xknDVRPnR8Q,25,Mobstability,1998-09-25,https://i.scdn.co/image/ab67616d0000b273de597c848c9d292bde6e7326,"chicago rap, dirty south rap, gangster rap, trap"
If You Build A Better Mousetrap,Peggy Lee With The Benny Goodman Orchestra,spotify:track:5Zt3yCigLhuHoP8VUHtTG7,2,Where Or When,2008-07-10,https://i.scdn.co/image/ab67616d0000b273b812075c4d32d36113e16397,No genres available
Le poulet,Pierre Perret,spotify:track:6a1NdxZGUeCb3XH7n8UVN6,0,Pierre Perret et le trio François Charpin,2010-08-02,https://i.scdn.co/image/ab67616d0000b273fcf0a91b20c9d46c89aa769e,chanson
See You On The Other Side,Ben Sidran,spotify:track:73hpyBDatpJZIgNnCfNGGJ,2,The Doctor Is In,1977-03-29,https://i.scdn.co/image/ab67616d0000b27322c410ccf04d29249a5353df,No genres available
Over The Rainbow - Dream Palace Album Version,David Arkenstone,spotify:track:60HacRbbP5xAyno9bCLZsn,1,Dream Palace,2005-01-01,https://i.scdn.co/image/ab67616d0000b273df206c8e81ae93fc38f740bb,new age
United Blood - Alternate Take,Agnostic Front,spotify:track:639TQszScvNkkfcHQvUnwd,10,United Blood l.p.,2023-05-01,https://i.scdn.co/image/ab67616d0000b273c529828a1165c98c80b9ab2e,"chicano punk, crossover thrash, hardcore, hardcore punk, nyhc, old school thrash, punk"
Terminus,Photek,spotify:track:1tXbqRkyxWC25F4YmHEJhR,11,Solaris,2000-01-01,https://i.scdn.co/image/ab67616d0000b273979c419307d5f89893fd294d,"atmospheric dnb, drum and bass, intelligent dance music, jungle"
就是這樣,Stefanie Sun,spotify:track:7fzLFQKveJkDSr4FjuJYKW,13,自選集,2002,https://i.scdn.co/image/ab67616d0000b27392f9dabe9144b46bf67ade8f,"mandopop, singaporean mandopop, singaporean pop, singaporean singer-songwriter"
1st World Hypocrisy,Brainchoke,spotify:track:4WnMdrt6XpSgm6I9nIFuRx,0,Introspective,2009-02-16,https://i.scdn.co/image/ab67616d0000b2739fe37ed6da626ef90ccccbb5,"british grindcore, necrogrind"
La Montanara,Maria & Margot Hellwig,spotify:track:0IqceP4LBZ6cddT4Y6gSrD,1,Lieder Meines Lebens - Zum 90. Geburtstag Der Königin Der Volksmusik,2010-01-01,https://i.scdn.co/image/ab67616d0000b2732e828b808bb0cdbd0d74f3ce,volksmusik
Round and Round,Prince,spotify:track:6rKQoV8NBoW6gXrWGpoCv7,34,Music from Graffiti Bridge,1990,https://i.scdn.co/image/ab67616d0000b273992d0e6aeb59f587a1e81ac8,"funk, funk rock, minneapolis sound, rock, synth funk"
Smoke! Smoke! Smoke! (That Cigarette),Tex Williams,spotify:track:05HBDnASISMJN46VxzDafK,42,Smoke Smoke Smoke,1960-01-01,https://i.scdn.co/image/ab67616d0000b27332d29391915dc8f80945a4d5,"cowboy western, western swing"
Te ando buscando,Los Muñequitos De Matanzas,spotify:track:4mR068JNfYb6yTOfFqlUYw,7,Rumba De Corazón,2002-01-01,https://i.scdn.co/image/ab67616d0000b2734a9b47b908ccbfca36233035,"afro-cuban percussion, cuban rumba, musica tradicional cubana"
A Una Mamita,Carlos Embales,spotify:track:5gwNXuH4A3idMW470RXsAF,0,¡La Rumba Está Buena!,2000-01-01,https://i.scdn.co/image/ab67616d0000b27399994bf8fb69bb7193d9b179,cuban rumba
Wind And Water,Michael Gettel,spotify:track:2GkodBvn8OJG9cnfjKBbiC,6,San Juan Suite / San Juan Suite II: Piano Passages,2003-07-08,https://i.scdn.co/image/ab67616d0000b273e1f8b91adbdaa09bc56a2a4e,"new age, new age piano"
The Universe Is in the Oven,Cobra Killer,spotify:track:16SkP6fyC8vK4SFSSql3qc,0,Uppers & Downers,2009-10-23,https://i.scdn.co/image/ab67616d0000b273273e35cf439833092e32281a,digital hardcore
Suar Agung,Megadrums,spotify:track:2CjP29VvviVwtUcTDUycHi,0,Ketu,2008-02-08,https://i.scdn.co/image/ab67616d0000b273a3369d0ef586d698842468ae,No genres available
Marie-Louise,Wendo Kolosoy,spotify:track:6xEBRb5bOlk3vaZhxA57PM,18,Marie Louise,1999-01-01,https://i.scdn.co/image/ab67616d0000b273435c81ba39a410b2a07530dd,soukous
Dear Friend,Shunza,spotify:track:4TEUUH1LUrldJwRTZ7ox4C,27,Dear Shunza,2002,https://i.scdn.co/image/ab67616d0000b2734b82285b5b5c744b7c0803b6,"classic mandopop, mainland chinese pop, mandopop"
The Roof Song,Mr Brown,spotify:track:0cEc5PW0AGPeJ20aT85sCo,0,Liar Liar,1998,https://i.scdn.co/image/ab67616d0000b273946b0fc1eb38c6f80136c1fb,No genres available
Lost,Roger Sanchez,spotify:track:4i4lTWA4IZ2kTdmHZWAgcV,34,Come With Me,2006-06-27,https://i.scdn.co/image/ab67616d0000b273d4d70bee28fc45d66bfae0b8,"disco house, diva house, tribal house"
Mississippi Boweavil Blues,Charley Patton,spotify:track:4nZxLK7orHhAbmzssLmn88,10,Charley Patton Vol. 1 (1929),1990,https://i.scdn.co/image/ab67616d0000b27342e0eada88d1bbcbb0af0351,"acoustic blues, blues, country blues, delta blues, pre-war blues, traditional blues"
In the Midnight Hour,Cross Country,spotify:track:0kwYh01U2UIQ42V5c8CBUd,8,Cross Country,2006-02-27,https://i.scdn.co/image/ab67616d0000b273bdc76cef207f6f8203737240,No genres available
You Found Me,The Fray,spotify:track:4IoYz8XqqdowINzfRrFnhi,72,The Fray,2009-02-02,https://i.scdn.co/image/ab67616d0000b27392b32435efed601fc8f1045d,"neo mellow, piano rock, pop, pop rock"
Eager,Pete Philly & Perquisite,spotify:track:7wQUJOCMWMIndvGfPJZ2XV,16,Mindstate,2005-04-18,https://i.scdn.co/image/ab67616d0000b273228feb232c00feeb07e00f95,jazz rap
All Your Love - Stereo,Sam Maghett,spotify:track:1yKah8BCP3Vgq2tPBOLKL0,50,Blues Breakers,1966-06-22,https://i.scdn.co/image/ab67616d0000b273c40ff56a16cebb8f30af1f66,No genres available
Barsanova Brown,Eddie Cano,spotify:track:53SUWXSKGElHB8evZZwd6R,1,Here is Fabulous Eddie Cano,1962,https://i.scdn.co/image/ab67616d0000b27309881547e3ce36d14c294a24,space age pop
Sur l'Autre Rive,Annie Blanchard,spotify:track:42QHeOyh3jf1JaNwQFYpop,2,Sur l'autre rive,2007-12-04,https://i.scdn.co/image/ab67616d0000b2736164354ddca40954ccd43d7f,chanson quebecois
Lachen und weinen,2raumwohnung,spotify:track:7HFsMbplRWbOidFy4pgu2V,9,Kommt zusammen,2001-07-02,https://i.scdn.co/image/ab67616d0000b273c6086a985bcba9b0637e794f,german pop
Come With Me,Tania Maria,spotify:track:6ikobz37HSj8vspHvQRt23,38,The Concord Jazz Heritage Series,1983,https://i.scdn.co/image/ab67616d0000b2734eecdff5bdd27dd7adff105d,brazilian jazz
Got to Keep On,Cookie Crew,spotify:track:4k59spmZQ2AmLz8bh9L6NB,8,Born This Way!,1989-01-01,https://i.scdn.co/image/ab67616d0000b27395443ad6843b00d64af38898,"britcore, hip house, old school uk hip hop"
Woman Blue,Alice Stuart,spotify:track:2TeaMxrzB5EllqD4zPZQxt,1,All the Good Times,1964-01-01,https://i.scdn.co/image/ab67616d0000b273f4000f905525133cc4644438,No genres available
Surfriendo El Castigo,Michael Salgado,spotify:track:100P9XJuL4HOfnsXFoYuiQ,1,Mejores Tiempos,2000,https://i.scdn.co/image/ab67616d0000b273f93dfd3154f8c0c9bab08c64,"norteno, tejano"
Infantil,Gonzalo Rubalcaba,spotify:track:3f2PAPfZsa2Q21oEdIJJGP,9,Turning Point / Trio D'ete,2022-08-23,https://i.scdn.co/image/ab67616d0000b27391c98ae971227e7152595642,"contemporary jazz, contemporary post-bop, jazz cubano, jazz piano, modern jazz piano"
It Feels so Good,Twista,spotify:track:0U9DswDExtnp3RunCObfBb,35,Adrenaline Rush,1997,https://i.scdn.co/image/ab67616d0000b2730d7f838db299df75132342b7,"chicago rap, dirty south rap, gangster rap, trap"
The Never-Ending Why,Placebo,spotify:track:0TOaZ47wURRYdw6e9OLELE,32,Battle for the Sun,2009-06-09,https://i.scdn.co/image/ab67616d0000b273de2e236c0c6cdfe2ee81d8dc,"alternative rock, britpop, permanent wave, rock"
Lost Tribe,Moving Ninja,spotify:track:6S6CohmWB0sArCAbpmmTAW,0,Shellcode,2005-07-01,https://i.scdn.co/image/ab67616d0000b273879112328217b525dc07c724,No genres available
Sparrow - Remastered Version,Noel Harrison,spotify:track:3DENSmPc9lCfqkfn004kNy,1,Life Is A Dream [Digital Version],2003-10-15,https://i.scdn.co/image/ab67616d0000b273b779f51ecd94583b85cd4e48,classic uk pop
Pretty Vacant,Sex Pistols,spotify:track:21rz5LMBiIpQWRGQcb0xIg,50,"Never Mind The Bollocks, Here’s The Sex Pistols",1977-10-27,https://i.scdn.co/image/ab67616d0000b273b691fa29c123b5fc4bc5d469,"alternative rock, punk, rock"
Please Hammer Don't Hurt 'Em,Evergreen Terrace,spotify:track:3ZYls1Lm6MYDiazbp0AU5H,13,Burned Alive By Time,2002-11-26,https://i.scdn.co/image/ab67616d0000b273b3bcc0de83060f32df325890,"melodic metalcore, metalcore"
Ruta Del Coya,León Gieco,spotify:track:6OBTqQXQugoJp6qdSrz14U,20,Bandidos Rurales,2001-01-01,https://i.scdn.co/image/ab67616d0000b27371b7840f60a6cf622fe0f209,"argentine rock, cantautor, folklore argentino, rock nacional"
Keep It Like It Is,Louisa Mark,spotify:track:0ywHpwyarsuVSCi0mFxBt2,32,Breakout,1998-12-30,https://i.scdn.co/image/ab67616d0000b2737e7cf208b66480ffcd8231ae,"lovers rock, uk reggae"
Don't Want To,Lil' Romeo,spotify:track:1qpOt8txabJJiijTYIj6fy,2,Lil' Romeo,2001-01-01,https://i.scdn.co/image/ab67616d0000b273c4505e434564d9bd78517255,No genres available
Heartbreaker,Ray Charles,spotify:track:3AKFoX3dp7EIcUIDZufDw1,23,Yes Indeed!,1958,https://i.scdn.co/image/ab67616d0000b2735eaeda75a98ff4a58e0cc1a5,"adult standards, classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz"
The Beginning,Seal,spotify:track:3MRj8igEJVWZyrK3FRoNaa,28,Seal,1991-06-11,https://i.scdn.co/image/ab67616d0000b273f4b6eb92ad4899fadf3c696b,"british soul, new wave pop"
July,Al DiMeola Project,spotify:track:7hZqgrPF66wid075mBc3Io,13,Soaring Through A Dream,1985-01-01,https://i.scdn.co/image/ab67616d0000b273ae6c055381fc8d42489e7ea9,No genres available
Commercial Reign,Inspiral Carpets,spotify:track:1fiF0kitjNoAM4xov6wGaK,20,She Comes in the Fall,1990-07-01,https://i.scdn.co/image/ab67616d0000b273b20bc192977cbc6ae59a7982,"britpop, madchester"
Dark Inside,Al Duvall,spotify:track:2StYQFP2PvuCPsz5yafeBB,0,Recluses Unite,2008-12-15,https://i.scdn.co/image/ab67616d0000b273c1823b90dd53777884e5e600,No genres available
Un vestido y un amor - En vivo,Andrés Calamaro,spotify:track:35SlJPKu6xyQMykrGxNSUD,14,Andres CD6,2009-04-07,https://i.scdn.co/image/ab67616d0000b27330891f971f61a6c77118d2d1,"argentine rock, cantautor, latin alternative, pop argentino, rock en espanol"
The Earth Will Shake,Thrice,spotify:track:7dHs1eJRtIb5XVr8ylDI10,33,Vheissu,2005-01-01,https://i.scdn.co/image/ab67616d0000b2736bd2184d9f6250a26ae48f9f,"post-hardcore, screamo"
Gravedom,Goatwhore,spotify:track:1Kmlxq3leZQkPm20KRV57z,0,Eclipse of Ages Into Black,2000,https://i.scdn.co/image/ab67616d0000b27322a647bc97330b9db6ae21ab,"brutal death metal, death metal, deathgrind, groove metal, louisiana metal, sludge metal"
Intro,DJ Godfather,spotify:track:7xSwcjQaJw2v8bcKWmlkU1,4,The Heat Blast,2006-11-14,https://i.scdn.co/image/ab67616d0000b273727274aab87834815892a21b,ghettotech
Magnificent Obsession - Remastered 2003,Fehlfarben,spotify:track:4ZhmqxuIiP1Ohl7rD32R9g,10,Glut und Asche (Remastered 2003),1983,https://i.scdn.co/image/ab67616d0000b27342ff9aba92b571dfa01e447d,"german punk, neue deutsche welle"
"Ghetto Child - Live in Denver, CO, 1974",Eric Burdon,spotify:track:1udG29vN9Wo6LndnqjSd4Y,0,"Legends Live in Concert (Live in Denver, CO, 1974)",2006,https://i.scdn.co/image/ab67616d0000b2730eb753126ffea11cbd1c5a10,british blues
Just Say Yes,Snow Patrol,spotify:track:4k7P2LIQco8YCVbIZl1vZB,58,Up To Now,2009-01-01,https://i.scdn.co/image/ab67616d0000b27309e243a09405dcfc10de9935,"irish rock, modern rock, neo mellow, permanent wave, pop rock"
Ride the Storm,Epitaph,spotify:track:40GdvLJmYYBDFnMFQI1tUa,0,Five Decades of Classic Rock,2020-06-26,https://i.scdn.co/image/ab67616d0000b2730f5b51ba674cb8967f65ae66,"german hard rock, german prog, german rock, psychedelic blues-rock"
Real World,Snowgoons,spotify:track:1J3XDvFOFd4ewCjj6Oulrc,6,German Lugers,2007-02-27,https://i.scdn.co/image/ab67616d0000b2733e56548f576b10f519cd7cbd,"flick hop, underground rap"
Am I That Easy To Forget,Skeeter Davis,spotify:track:0TzeBQi8xCehTIoETCRQoc,20,The Essential Skeeter Davis,1994-05-23,https://i.scdn.co/image/ab67616d0000b273c4c4a5d82534d5e6b2ed349a,nashville sound
Some Love Like Yours,The Real Kids,spotify:track:3rhGD5EhMaBjkjAk04Vys5,0,Grown Up Wrong,1993,https://i.scdn.co/image/ab67616d0000b2735d74a0903c6d28bcc57b26b7,"boston rock, protopunk, rhythm rock"
Who Do You Love,The Kings,spotify:track:5NzW7P8eMhMBSvyIj7jzpM,0,Greatest Groups of the 50'S,1990-01-01,https://i.scdn.co/image/ab67616d0000b2732cd7eb712b166814a8bd0dc0,No genres available
Teri Nau Ke Paune Teen,Daler Mehndi,spotify:track:4THgMfOK1581qPr1b3yQfj,1,Ek-Dana,2001-05-05,https://i.scdn.co/image/ab67616d0000b273c36c56a4a47c8f2324a4b433,"bhangra, filmi, modern bollywood"
White Christmas,The Statler Brothers,spotify:track:2mJ6AnO1wIvUubR7PuGD27,28,Christmas Card,1978-01-01,https://i.scdn.co/image/ab67616d0000b273883bb967e4d522a6b6077b70,"country, country rock"
Canyon,Vex'd,spotify:track:43SRBLcqRKoniHsO74HFjK,1,Degenerate,2005-07-18,https://i.scdn.co/image/ab67616d0000b2739a4f02f555fc4905c32a5839,classic dubstep
六字箴言,Sammi Cheng,spotify:track:79pnz59TYn5PmHuIDXEJ0B,4,Unforgettable,2016-05-13,https://i.scdn.co/image/ab67616d0000b273d025dcac5029ad8fb753ec66,"c-pop, cantopop"
Moon River,London Pops Orchestra,spotify:track:6lolpQ02jU6mNSVw3QHXIa,0,Award-Winning Movie Themes : The 60's,1995-01-01,https://i.scdn.co/image/ab67616d0000b273ccdfbc69aa049707f64729e9,pops orchestra
The Book of Disquiet,Hey Colossus,spotify:track:6yEHBJOw2K4NhGx5HYIls7,0,Project: Death,2007-04-02,https://i.scdn.co/image/ab67616d0000b273aef0bf137ce0e4ac39accbd8,"noise rock, uk noise rock"
Washboard Swing,Washboard Sam,spotify:track:3TnHoKrYxY06pmO5Qcu1KZ,4,Washboard Sam Vol. 3 (1938),1993,https://i.scdn.co/image/ab67616d0000b273d2b3f1c741a3e25693e116cc,"chicago blues, traditional blues, washboard"
The Remembrance Ballad,Atreyu,spotify:track:1G9FFq9KNeel0apd4vf0BQ,29,The Curse (Deluxe Edition),2004-06-28,https://i.scdn.co/image/ab67616d0000b273d3129712ceff55a3278ccb6a,"alternative metal, melodic metalcore, metalcore, nu metal, post-grunge, screamo"
No. 284,Kali,spotify:track:3md6e9xdzfGp2yEM7bJ60P,0,"Groovy Psychedelic Downtempo & Chill Out, Vol. 6",2010-09-28,https://i.scdn.co/image/ab67616d0000b273eb5cafd3cad16a93d0fcbc13,No genres available
變色龍,Eason Chan,spotify:track:7b1ZcDeoTREWebatz8iSHF,5,Listen to Eason Chan (Remastered 2019),2007-01-01,https://i.scdn.co/image/ab67616d0000b2731371ad56b7a9860b8b2e5d37,"c-pop, cantopop, mandopop"
Play,Jennifer Lopez,spotify:track:7fFCnttacpotkyhTOxKv14,49,J.Lo,2001-01-23,https://i.scdn.co/image/ab67616d0000b273bfa0a1de59696c7a6fe15ebb,"dance pop, pop, urban contemporary"
I Don't Want to Hear Any More,Eagles,spotify:track:2w71Icai5AhKlbxJhoRNMY,30,Long Road out of Eden,2007-10-30,https://i.scdn.co/image/ab67616d0000b273d6bbbf090e657f3625056c24,"album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock"
A Means to an End - 2007 Remaster,Joy Division,spotify:track:4HgxCQLqNcd8s6lyoR4aag,40,Closer (Collector's Edition),1980,https://i.scdn.co/image/ab67616d0000b27321590ea36e6264a1917d02eb,"alternative rock, indie rock, madchester, new wave, post-punk, punk, rock, uk post-punk"
The Shaskeen / Gan Ainm,Cherish The Ladies,spotify:track:74ubeYvPtD1YJq5TPWnFX2,0,Cherish The Ladies: Irish Women Musicians in America,1995-01-01,https://i.scdn.co/image/ab67616d0000b2730b71f5409b5a84e6fc819274,"celtic, irish folk"
Let It Be Me,Jerry Butler,spotify:track:2WFFB9XvtFNWjSitJayc0L,3,Jerry Butler - Soul Gems,2011-05-10,https://i.scdn.co/image/ab67616d0000b2735102ef552fa6bb75db159324,"chicago soul, classic soul, motown, philly soul, soul"
Shooby,Nicole C. Mullen,spotify:track:366i9LSWObB6OMNQf69SXi,13,Nicole C. Mullen,2000-01-01,https://i.scdn.co/image/ab67616d0000b273424617ceb5ed3e7d86b67a1b,"ccm, christian alternative rock, christian music, classic praise"
Santeleco,Luiz Bonfá,spotify:track:3gqoUi78Vy4zvvfaSG0fDL,0,"Amor Por Amor, Bossa Nova At Its Best",2021-02-11,https://i.scdn.co/image/ab67616d0000b273eb774ea472318688759870e7,"bossa nova, brazilian jazz, jazz guitar, samba-jazz, violao"
Qué Vas a Hacer Conmigo,Los Auténticos Decadentes,spotify:track:4J0phvYcKa1Hr1EBwH0pu3,33,Supersonico,1991-06-27,https://i.scdn.co/image/ab67616d0000b273a64423c78a8a9d4fe3401177,"argentine rock, latin alternative, latin rock, rock en espanol, ska argentino"
Anyday - Explicit Album Version,Amil,spotify:track:5OzrSUpREgU3YyMh8J66CK,1,All Money Is Legal,2000-08-14,https://i.scdn.co/image/ab67616d0000b273d36410a754eea0c9299dcc75,hip pop
Apogee - Feat. Techtonic,Paul Taylor,spotify:track:5NOm8c7MGr6ml0X6UvAhDf,0,High Life,2008-12-12,https://i.scdn.co/image/ab67616d0000b273d4c307f82bf80a73e650ff29,"smooth jazz, smooth saxophone"
Get Me To The Church On Time - Instrumental,Shelly Manne And His Friends,spotify:track:3Xprr5brSHhNPyFP3Mtyct,7,My Fair Lady,1956-08-17,https://i.scdn.co/image/ab67616d0000b2730154fbe492d7c977675f4955,cool jazz
She Cracked,The Modern Lovers,spotify:track:2HLT2fdvfb0Ewawp8gENlo,29,The Modern Lovers (Expanded Version),1976-09-01,https://i.scdn.co/image/ab67616d0000b273b44ebe6e50148bca8bce584d,"alternative rock, boston rock, experimental rock, garage rock, lo-fi, no wave"
Battle Hymn of the Republic,Mannheim Steamroller,spotify:track:1qW4Q1q4V3LUzq0t8CNubW,5,American Spirit,2003,https://i.scdn.co/image/ab67616d0000b2730c5c6202a3e9c54cb26271a7,No genres available
The Man with the Dogs,Dead Kennedys,spotify:track:43YzHV7vfZ3agNARayDqTA,31,Give Me Convenience or Give Me Death,1987-06-15,https://i.scdn.co/image/ab67616d0000b273b409fb10b317c00acc66f14b,"alternative rock, early us punk, hardcore punk, punk"
Tonight It's Just Me,Amber Nicholson,spotify:track:1aggmMS0l5crnkqlGUTr1l,0,Places We Go Through,2007-01-01,https://i.scdn.co/image/ab67616d0000b273fbdfc5fb6f0c29a30b97a83a,No genres available
Paid Vacation,Circle Jerks,spotify:track:0EAaMsnkZL2dSq1k5lv2kr,23,Group Sex,1980,https://i.scdn.co/image/ab67616d0000b273ac8f9b86440ba36a32e54a7d,"hardcore punk, punk"
No Me Llores Más,Sierra Maestra,spotify:track:3MhW4f6y6hiyTU7ckUnOmv,28,¡Dundunbanza!,1994-10-24,https://i.scdn.co/image/ab67616d0000b2732d5fde2ce87514383e65667f,"latin jazz, musica tradicional cubana"
